"resource","column_name","data_type","row_count","not_null_proportion","distinct_proportion","distinct_count","is_unique","min","max","avg","median","profiled_at"
int_customers_orders_analyzed,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5","2024-05-13 05:08:14.848+02"
int_customers_orders_analyzed,order_date,date,750000.000000,1.0,0.003208,2406,false,"1992-01-01","1998-08-02",,"1995-04-20 00:00:00","2024-05-13 05:08:14.848+02"
int_customers_orders_analyzed,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
int_customers_orders_analyzed,total_lineitems,bigint,750000.000000,1.0,0.0000093333333333,7,false,"1","7",3.9995613333333333,"4.0","2024-05-13 05:08:14.848+02"
int_customers_orders_analyzed,total_quantity_ordered,hugeint,750000.000000,1.0,0.0004186666666667,314,false,"1","327",,"98.0","2024-05-13 05:08:14.848+02"
int_customers_orders_analyzed,total_order_value,double,750000.000000,1.0,0.9769293333333333,732697,false,"908.0","512736.98999999993",147903.64802614643,"141277.16","2024-05-13 05:08:14.848+02"
int_customers_orders_analyzed,avg_item_value,double,750000.000000,1.0,0.9767773333333334,732583,false,"908.0","99649.5",36985.8351446259,"36591.023499999996","2024-05-13 05:08:14.848+02"
int_lineitems_aggregated_by_nation,nation_name,varchar,25.000000,1.0,1.0,25,true,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
int_lineitems_aggregated_by_nation,total_quantity,hugeint,25.000000,1.0,1.0,25,true,"2974653","3181617",,"3054292.0","2024-05-13 05:08:14.848+02"
int_lineitems_aggregated_by_nation,avg_quantity,double,25.000000,1.0,1.0,25,true,"25.42434686878096","25.5798816077469",25.50950165736897,"25.519329141144272","2024-05-13 05:08:14.848+02"
int_lineitems_aggregated_by_nation,total_orders,bigint,25.000000,1.0,1.0,25,true,"116588","124859",119986.84,"119577.0","2024-05-13 05:08:14.848+02"
int_orders_aggregated,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5","2024-05-13 05:08:14.848+02"
int_orders_aggregated,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0","2024-05-13 05:08:14.848+02"
int_orders_aggregated,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
int_orders_aggregated,total_price,double,750000.000000,1.0,0.9878373333333333,740878,false,"834.3","512267.69",146130.20257150618,"139548.31","2024-05-13 05:08:14.848+02"
int_orders_aggregated,order_date,date,750000.000000,1.0,0.003208,2406,false,"1992-01-01","1998-08-02",,"1995-04-20 00:00:00","2024-05-13 05:08:14.848+02"
int_orders_aggregated,order_priority,varchar,750000.000000,1.0,0.0000066666666667,5,false,"1-URGENT","5-LOW",,"3-MEDIUM","2024-05-13 05:08:14.848+02"
int_orders_aggregated,clerk,bigint,750000.000000,1.0,0.0000013333333333,1,false,"0","0",0.0,"0.0","2024-05-13 05:08:14.848+02"
int_orders_aggregated,order_comment,varchar,750000.000000,1.0,0.9932653333333333,744949,false, Tiresias about the blithely ironic a,zzle: furiously regular accounts eat furiously.,,ironic packages eat ,"2024-05-13 05:08:14.848+02"
int_orders_aggregated,total_extended_price,double,750000.000000,1.0,0.9769293333333333,732697,false,"908.0","512736.98999999993",147903.648026146,"141277.16","2024-05-13 05:08:14.848+02"
int_orders_aggregated,total_discount_price,double,750000.000000,1.0,0.9981026666666667,748577,false,"834.309","490118.44129999995",140508.8743721831,"134223.16295000003","2024-05-13 05:08:14.848+02"
int_orders_aggregated,total_tax_price,double,750000.000000,1.0,0.9978746666666667,748406,false,"927.01","533366.8321000001",153820.6983079999,"146892.8626","2024-05-13 05:08:14.848+02"
int_orders_aggregated,earliest_ship_date,date,750000.000000,1.0,0.0033653333333333335,2524,false,"1992-01-02","1998-11-29",,"1995-05-20 00:00:00","2024-05-13 05:08:14.848+02"
int_orders_aggregated,total_line_items,bigint,750000.000000,1.0,0.0000093333333333,7,false,"1","7",3.9995613333333333,"4.0","2024-05-13 05:08:14.848+02"
int_orders_enriched,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5","2024-05-13 05:08:14.848+02"
int_orders_enriched,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0","2024-05-13 05:08:14.848+02"
int_orders_enriched,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
int_orders_enriched,total_price,double,750000.000000,1.0,0.9878373333333333,740878,false,"834.3","512267.69",146130.2025715059,"139548.31","2024-05-13 05:08:14.848+02"
int_orders_enriched,order_date,date,750000.000000,1.0,0.003208,2406,false,"1992-01-01","1998-08-02",,"1995-04-20 00:00:00","2024-05-13 05:08:14.848+02"
int_orders_enriched,order_priority,varchar,750000.000000,1.0,0.0000066666666667,5,false,"1-URGENT","5-LOW",,"3-MEDIUM","2024-05-13 05:08:14.848+02"
int_orders_enriched,ship_priority,varchar,750000.000000,1.0,0.0013333333333333333,1000,false,Clerk#000000001,Clerk#000001000,,Clerk#000000501,"2024-05-13 05:08:14.848+02"
int_orders_enriched,clerk,bigint,750000.000000,1.0,0.0000013333333333,1,false,"0","0",0.0,"0.0","2024-05-13 05:08:14.848+02"
int_orders_enriched,order_comment,varchar,750000.000000,1.0,0.9932653333333333,744949,false, Tiresias about the blithely ironic a,zzle: furiously regular accounts eat furiously.,,ironic packages eat ,"2024-05-13 05:08:14.848+02"
int_orders_enriched,customer_name,varchar,750000.000000,1.0,0.066664,49998,false,Customer#000000001,Customer#000074999,,Customer#000037478,"2024-05-13 05:08:14.848+02"
int_orders_enriched,nation_name,varchar,750000.000000,1.0,0.0000333333333333,25,false,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
int_orders_enriched,region_id,bigint,750000.000000,1.0,0.0000066666666667,5,false,"0","4",1.9982373333333334,"2.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders,order_id,bigint,2999671.000000,1.0,0.25002741967369085,750000,false,"1","3000000",1499746.8740265183,"1500257.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders,customer_id,bigint,2999671.000000,1.0,0.016667827905126928,49998,false,"1","74999",37519.89331663372,"37520.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders,order_status,varchar,2999671.000000,1.0,0.0000010001096787,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
int_parts_and_orders,total_price,double,2999671.000000,1.0,0.24698641951067302,740878,false,"834.3","512267.69",182663.379432467,"183162.35","2024-05-13 05:08:14.848+02"
int_parts_and_orders,order_date,date,2999671.000000,1.0,0.0008020879623132,2406,false,"1992-01-01","1998-08-02",,"1995-04-19 00:00:00","2024-05-13 05:08:14.848+02"
int_parts_and_orders,order_priority,varchar,2999671.000000,1.0,0.0000016668494645,5,false,"1-URGENT","5-LOW",,"3-MEDIUM","2024-05-13 05:08:14.848+02"
int_parts_and_orders,part_id,bigint,2999671.000000,1.0,0.03333698928982545,100000,false,"1","100000",50007.677431625,"49983.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders,part_name,varchar,2999671.000000,1.0,0.03333698928982545,100000,false,almond antique blue royal burnished,yellow white seashell lavender black,,linen cornflower tan rosy burlywood,"2024-05-13 05:08:14.848+02"
int_parts_and_orders,manufacturer,varchar,2999671.000000,1.0,0.0000016668494645,5,false,Manufacturer#1,Manufacturer#5,,Manufacturer#3,"2024-05-13 05:08:14.848+02"
int_parts_and_orders,brand,varchar,2999671.000000,1.0,0.0000083342473225,25,false,Brand#11,Brand#55,,Brand#33,"2024-05-13 05:08:14.848+02"
int_parts_and_orders,size,bigint,2999671.000000,1.0,0.0000166684946449,50,false,"1","50",25.372737210180716,"25.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders,container,varchar,2999671.000000,1.0,0.0000133347957159,40,false,JUMBO BAG,WRAP PKG,,MED DRUM,"2024-05-13 05:08:14.848+02"
int_parts_and_orders,quantity,bigint,2999671.000000,1.0,0.0000166684946449,50,false,"1","50",25.509544880088516,"26.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders,extended_price,double,2999671.000000,1.0,0.16536913548185783,496053,false,"901.0","99949.5",36979.96747630263,"35448.4","2024-05-13 05:08:14.848+02"
int_parts_and_orders,discount,double,2999671.000000,1.0,0.0000036670688219,11,false,"0.0","0.1",0.05001356482080436,"0.05","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,order_id,bigint,2999671.000000,1.0,0.25002741967369085,750000,false,"1","3000000",1499746.8740265183,"1500257.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,customer_id,bigint,2999671.000000,1.0,0.016667827905126928,49998,false,"1","74999",37519.89331663372,"37520.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,order_status,varchar,2999671.000000,1.0,0.0000010001096787,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,total_price,double,2999671.000000,1.0,0.24698641951067302,740878,false,"834.3","512267.69",182663.37943246166,"183162.35","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,order_date,date,2999671.000000,1.0,0.0008020879623132,2406,false,"1992-01-01","1998-08-02",,"1995-04-19 00:00:00","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,order_priority,varchar,2999671.000000,1.0,0.0000016668494645,5,false,"1-URGENT","5-LOW",,"3-MEDIUM","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,part_id,bigint,2999671.000000,1.0,0.03333698928982545,100000,false,"1","100000",50007.677431625,"49983.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,part_name,varchar,2999671.000000,1.0,0.03333698928982545,100000,false,almond antique blue royal burnished,yellow white seashell lavender black,,linen cornflower tan rosy burlywood,"2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,manufacturer,varchar,2999671.000000,1.0,0.0000016668494645,5,false,Manufacturer#1,Manufacturer#5,,Manufacturer#3,"2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,brand,varchar,2999671.000000,1.0,0.0000083342473225,25,false,Brand#11,Brand#55,,Brand#33,"2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,size,bigint,2999671.000000,1.0,0.0000166684946449,50,false,"1","50",25.372737210180716,"25.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,container,varchar,2999671.000000,1.0,0.0000133347957159,40,false,JUMBO BAG,WRAP PKG,,MED DRUM,"2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,quantity,bigint,2999671.000000,1.0,0.0000166684946449,50,false,"1","50",25.509544880088516,"26.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,extended_price,double,2999671.000000,1.0,0.16536913548185783,496053,false,"901.0","99949.5",36979.96747630301,"35448.4","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,discount,double,2999671.000000,1.0,0.0000036670688219,11,false,"0.0","0.1",0.05001356482084723,"0.05","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,total_order_value,double,2999671.000000,1.0,0.2488396227452944,746437,false,"834.3","3585873.83",1022860.986608525,"975211.2","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,avg_item_value,double,2999671.000000,1.0,0.24739879806818815,742115,false,"834.3","512267.69",182663.37943246425,"183162.35","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,earliest_order_date,date,2999671.000000,1.0,0.0008020879623132,2406,false,"1992-01-01","1998-08-02",,"1995-04-19 00:00:00","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,latest_order_date,date,2999671.000000,1.0,0.0008020879623132,2406,false,"1992-01-01","1998-08-02",,"1995-04-19 00:00:00","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,unique_parts_ordered,bigint,2999671.000000,1.0,0.0000023335892503,7,false,"1","7",4.9999669963806035,"5.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,total_quantity_ordered,hugeint,2999671.000000,1.0,0.0003647066628307,1094,false,"215","1550",,"784.0","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,avg_price_per_part,double,2999671.000000,1.0,0.03330165208117824,99894,false,"15757.665","67139.75047619047",36979.96747630248,"36599.25636363636","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,min_price_per_part,double,2999671.000000,1.0,0.013714170654048395,41138,false,"901.0","31532.6",3143.702306919698,"2206.4","2024-05-13 05:08:14.848+02"
int_parts_and_orders_enriched,max_price_per_part,double,2999671.000000,1.0,0.013897190725249536,41687,false,"29605.31","99949.5",70797.6791994624,"70722.5","2024-05-13 05:08:14.848+02"
int_regions_and_nations,nation_id,bigint,25.000000,1.0,1.0,25,true,"0","24",12.0,"12.0","2024-05-13 05:08:14.848+02"
int_regions_and_nations,nation_name,varchar,25.000000,1.0,1.0,25,true,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
int_regions_and_nations,region_id,bigint,25.000000,1.0,0.2,5,false,"0","4",2.0,"2.0","2024-05-13 05:08:14.848+02"
int_regions_and_nations,region_name,varchar,25.000000,1.0,0.2,5,false,AFRICA,MIDDLE EAST,,ASIA,"2024-05-13 05:08:14.848+02"
int_regions_and_nations,region_comment,varchar,25.000000,1.0,0.2,5,false,ges. thinly even pinto beans ca,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to ,"2024-05-13 05:08:14.848+02"
int_revenue_model_example,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0","2024-05-13 05:08:14.848+02"
int_revenue_model_example,customer_name,varchar,750000.000000,1.0,0.066664,49998,false,Customer#000000001,Customer#000074999,,Customer#000037478,"2024-05-13 05:08:14.848+02"
int_revenue_model_example,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5","2024-05-13 05:08:14.848+02"
int_revenue_model_example,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
int_revenue_model_example,total_price,double,750000.000000,1.0,0.9878373333333333,740878,false,"834.3","512267.69",146130.20257150618,"139548.31","2024-05-13 05:08:14.848+02"
int_revenue_model_example,revenue,double,750000.000000,1.0,0.9981026666666667,748577,false,"834.309","490118.44129999995",140508.87437218364,"134223.16295000003","2024-05-13 05:08:14.848+02"
int_revenue_per_customer,customer_id,bigint,75000.000000,1.0,1.0,75000,true,"1","75000",37500.5,"37500.5","2024-05-13 05:08:14.848+02"
int_revenue_per_customer,customer_name,varchar,75000.000000,1.0,1.0,75000,true,Customer#000000001,Customer#000075000,,Customer#000037500,"2024-05-13 05:08:14.848+02"
int_revenue_per_customer,customer_address,varchar,75000.000000,1.0,1.0,75000,true,"   5L06W67,Mw8G",zzxGktzXTMKS1BxZlgQ9nqQ,,TtNMuZo2X haFniLoH038Dl,"2024-05-13 05:08:14.848+02"
int_revenue_per_customer,nation_id,bigint,75000.000000,1.0,0.0003333333333333,25,false,"0","24",12.01196,"12.0","2024-05-13 05:08:14.848+02"
int_revenue_per_customer,customer_phone,varchar,75000.000000,1.0,1.0,75000,true,"10-100-106-1617","34-999-535-1203",,"22-550-255-3147","2024-05-13 05:08:14.848+02"
int_revenue_per_customer,account_balance,double,75000.000000,1.0,0.96588,72441,false,-999.98,"9999.99",4488.880599599976,"4459.860000000001","2024-05-13 05:08:14.848+02"
int_revenue_per_customer,market_segment,varchar,75000.000000,1.0,0.0000666666666667,5,false,AUTOMOBILE,MACHINERY,,FURNITURE,"2024-05-13 05:08:14.848+02"
int_revenue_per_customer,customer_comment,varchar,75000.000000,1.0,0.9999333333333333,74995,false," Tiresias along the blithely regular packages affix boldly express, pending packag",zzle. blithely regular instructions cajol,,ironic ideas. regular dependencies cajole slyly ironic excuses. even dinos nag. ironic excuses haggle blithely,"2024-05-13 05:08:14.848+02"
int_revenue_per_customer,nation_name,varchar,75000.000000,1.0,0.0003333333333333,25,false,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
int_revenue_per_customer,region_id,bigint,75000.000000,1.0,0.0000666666666667,5,false,"0","4",1.9988933333333334,"2.0","2024-05-13 05:08:14.848+02"
int_revenue_per_customer,region_name,varchar,75000.000000,1.0,0.0000666666666667,5,false,AFRICA,MIDDLE EAST,,ASIA,"2024-05-13 05:08:14.848+02"
int_revenue_per_customer,total_revenue,double,75000.000000,0.66664,0.6666133333333333,49996,false,"8131.92","6311825.6099999985",2192040.7202014197,"2075986.815","2024-05-13 05:08:14.848+02"
int_suppliers_aggregated,supplier_id,bigint,5000.000000,1.0,1.0,5000,true,"1","5000",2500.5,"2500.5","2024-05-13 05:08:14.848+02"
int_suppliers_aggregated,supplier_name,varchar,5000.000000,1.0,1.0,5000,true,Supplier#000000001,Supplier#000005000,,Supplier#000002500,"2024-05-13 05:08:14.848+02"
int_suppliers_aggregated,supplier_address,varchar,5000.000000,1.0,1.0,5000,true,"  h4Z,AoykWBrD","zzfDhdtZcvmVzA8rNFU,Yctj1zBN",,UskvgZnGOgFRv3O3,"2024-05-13 05:08:14.848+02"
int_suppliers_aggregated,supplier_phone,varchar,5000.000000,1.0,1.0,5000,true,"10-102-116-6785","34-998-900-4911",,"22-295-616-9440","2024-05-13 05:08:14.848+02"
int_suppliers_aggregated,account_balance,double,5000.000000,1.0,0.9976,4988,false,-994.73,"9997.04",4497.711253999996,"4495.525","2024-05-13 05:08:14.848+02"
int_suppliers_aggregated,supplier_comment,varchar,5000.000000,1.0,1.0,5000,true, about the blithely express foxes. bli,ys final ideas haggle after the furiously express requ,,ithely unusual waters eat slyly according to the quickly final reques,"2024-05-13 05:08:14.848+02"
int_suppliers_aggregated,nation_name,varchar,5000.000000,1.0,0.005,25,false,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
int_suppliers_enriched,supplier_id,bigint,5000.000000,1.0,1.0,5000,true,"1","5000",2500.5,"2500.5","2024-05-13 05:08:14.848+02"
int_suppliers_enriched,supplier_name,varchar,5000.000000,1.0,1.0,5000,true,Supplier#000000001,Supplier#000005000,,Supplier#000002500,"2024-05-13 05:08:14.848+02"
int_suppliers_enriched,supplier_address,varchar,5000.000000,1.0,1.0,5000,true,"  h4Z,AoykWBrD","zzfDhdtZcvmVzA8rNFU,Yctj1zBN",,UskvgZnGOgFRv3O3,"2024-05-13 05:08:14.848+02"
int_suppliers_enriched,nation_id,bigint,5000.000000,1.0,0.005,25,false,"0","24",11.8616,"12.0","2024-05-13 05:08:14.848+02"
int_suppliers_enriched,supplier_phone,varchar,5000.000000,1.0,1.0,5000,true,"10-102-116-6785","34-998-900-4911",,"22-295-616-9440","2024-05-13 05:08:14.848+02"
int_suppliers_enriched,account_balance,double,5000.000000,1.0,0.9976,4988,false,-994.73,"9997.04",4497.711253999996,"4495.525","2024-05-13 05:08:14.848+02"
int_suppliers_enriched,supplier_comment,varchar,5000.000000,1.0,1.0,5000,true, about the blithely express foxes. bli,ys final ideas haggle after the furiously express requ,,ithely unusual waters eat slyly according to the quickly final reques,"2024-05-13 05:08:14.848+02"
int_suppliers_enriched,nation_name,varchar,5000.000000,1.0,0.005,25,false,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
int_suppliers_enriched,region_id,bigint,5000.000000,1.0,0.001,5,false,"0","4",1.9902,"2.0","2024-05-13 05:08:14.848+02"
