"resource","column_name","data_type","row_count","not_null_proportion","distinct_proportion","distinct_count","is_unique","min","max","avg","median","std_dev_population","std_dev_sample","profiled_at"
dbt.int_customers_aggregated_orders_2,first_order_date,date,75000.000000,0.66664,0.017253333333333332,1294,false,"1992-01-01","1998-07-25",,"1992-04-26 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_aggregated_orders_2,latest_order_date,date,75000.000000,0.66664,0.016813333333333333,1261,false,"1992-04-15","1998-08-02",,"1998-04-09 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,customer_id,bigint,75000.000000,1.0,1.0,75000,true,"1","75000",37500.5,"37500.5",21650.635092686465,21650.77943169714,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,customer_name,varchar,75000.000000,1.0,1.0,75000,true,Customer#000000001,Customer#000075000,,Customer#000037500,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,customer_address,varchar,75000.000000,1.0,1.0,75000,true,"   5L06W67,Mw8G",zzxGktzXTMKS1BxZlgQ9nqQ,,TtNMuZo2X haFniLoH038Dl,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,nation_id,bigint,75000.000000,1.0,0.0003333333333333,25,false,"0","24",12.01196,"12.0",7.207191105074615,7.2072391534958,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,customer_phone,varchar,75000.000000,1.0,1.0,75000,true,"10-100-106-1617","34-999-535-1203",,"22-550-255-3147",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,account_balance,double,75000.000000,1.0,0.96588,72441,false,-999.98,"9999.99",4488.880599600011,"4459.860000000001",3172.690790990062,3172.711942473517,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,market_segment,varchar,75000.000000,1.0,0.0000666666666667,5,false,AUTOMOBILE,MACHINERY,,FURNITURE,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,customer_comment,varchar,75000.000000,1.0,0.9999333333333333,74995,false," Tiresias along the blithely regular packages affix boldly express, pending packag",zzle. blithely regular instructions cajol,,ironic ideas. regular dependencies cajole slyly ironic excuses. even dinos nag. ironic excuses haggle blithely,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,nation_name,varchar,75000.000000,1.0,0.0003333333333333,25,false,ALGERIA,VIETNAM,,IRAQ,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_enriched,region_id,bigint,75000.000000,1.0,0.0000666666666667,5,false,"0","4",1.9988933333333334,"2.0",1.4126330410344372,1.4126424586822206,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,customer_id,bigint,49998.000000,1.0,1.0,49998,true,"1","74999",37499.61314452578,"37500.0",21650.381431700283,21650.59794742297,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,customer_name,varchar,49998.000000,1.0,1.0,49998,true,Customer#000000001,Customer#000074999,,Customer#000037499,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,first_order_date,date,49998.000000,1.0,0.025881035241409656,1294,false,"1992-01-01","1998-07-25",,"1992-04-26 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,latest_order_date,date,49998.000000,1.0,0.025221008840353613,1261,false,"1992-04-15","1998-08-02",,"1998-04-09 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,total_orders,bigint,49998.000000,1.0,0.000780031201248,39,false,"1","41",15.00060002400096,"14.0",6.348039976594925,6.348103460486307,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,total_lineitems,hugeint,49998.000000,1.0,0.0032001280051202046,160,false,"1","164",,"57.0",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,total_quantity_ordered,hugeint,49998.000000,1.0,0.06766270650826033,3383,false,"5","4475",,"1450.0",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,total_order_value,double,49998.000000,1.0,0.999919996799872,49994,false,"8839.05","6383280.18",2218643.4661308485,"2100324.2649999997",999285.6357808936,999295.6291868889,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,average_item_value_per_order,double,49998.000000,1.0,0.9817792711708468,49087,false,"8839.05","69513.76",36976.45335833441,"36911.744999999995",3952.7741675165357,3952.8136974323575,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,ordering_frequency,varchar,49998.000000,1.0,0.000080003200128,4,false,Frequent,Regular,,Regular,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_ordering_habits,order_value_bracket,varchar,49998.000000,1.0,0.000060002400096,3,false,High-value,Mid-value,,High-value,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0",21649.749329571856,21649.76376275251,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,customer_name,varchar,750000.000000,1.0,0.066664,49998,false,Customer#000000001,Customer#000074999,,Customer#000037478,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5",866025.4037866994,866025.9811375459,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,order_date,date,750000.000000,1.0,0.003208,2406,false,"1992-01-01","1998-08-02",,"1995-04-20 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,total_lineitems,bigint,750000.000000,1.0,0.0000093333333333,7,false,"1","7",3.9995613333333333,"4.0",2.00039891211015,2.000400245710759,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,total_quantity_ordered,hugeint,750000.000000,1.0,0.0004186666666667,314,false,"1","327",,"98.0",,,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,total_order_value,double,750000.000000,1.0,0.9769293333333333,732697,false,"908.0","512736.98999999993",147903.6480261463,"141277.16",86614.21826898481,86614.27601185473,"2024-05-13 03:12:33.451+02"
dbt.int_customers_orders_analyzed,avg_item_value,double,750000.000000,1.0,0.9767773333333334,732583,false,"908.0","99649.5",36985.83514462583,"36591.023499999996",13734.707295244043,13734.716451724731,"2024-05-13 03:12:33.451+02"
dbt.int_lineitems_aggregated_by_nation,nation_name,varchar,25.000000,1.0,1.0,25,true,ALGERIA,VIETNAM,,IRAQ,,,"2024-05-13 03:12:33.451+02"
dbt.int_lineitems_aggregated_by_nation,total_quantity,hugeint,25.000000,1.0,1.0,25,true,"2974653","3181617",,"3054292.0",,,"2024-05-13 03:12:33.451+02"
dbt.int_lineitems_aggregated_by_nation,avg_quantity,double,25.000000,1.0,1.0,25,true,"25.42434686878096","25.5798816077469",25.50950165736897,"25.519329141144272",0.034419155700776125,0.03512890368512845,"2024-05-13 03:12:33.451+02"
dbt.int_lineitems_aggregated_by_nation,total_orders,bigint,25.000000,1.0,1.0,25,true,"116588","124859",119986.84,"119577.0",2482.2323127378713,2533.417745523492,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5",866025.4037867006,866025.9811375471,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0",21649.74932957184,21649.763762752493,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,total_price,double,750000.000000,1.0,0.9878373333333333,740878,false,"834.3","512267.69",146130.20257150618,"139548.31",85647.48912784975,85647.54622623294,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,order_date,date,750000.000000,1.0,0.003208,2406,false,"1992-01-01","1998-08-02",,"1995-04-20 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,order_priority,varchar,750000.000000,1.0,0.0000066666666667,5,false,"1-URGENT","5-LOW",,"3-MEDIUM",,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,clerk,bigint,750000.000000,1.0,0.0000013333333333,1,false,"0","0",0.0,"0.0",0.0,0.0,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,order_comment,varchar,750000.000000,1.0,0.9932653333333333,744949,false, Tiresias about the blithely ironic a,zzle: furiously regular accounts eat furiously.,,ironic packages eat ,,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,total_extended_price,double,750000.000000,1.0,0.9769293333333333,732697,false,"908.0","512736.98999999993",147903.64802614466,"141277.16",86614.21826898506,86614.27601185498,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,total_discount_price,double,750000.000000,1.0,0.9981026666666667,748577,false,"834.309","490118.44129999995",140508.87437218343,"134223.16295000003",82328.98781537129,82329.04270141806,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,total_tax_price,double,750000.000000,1.0,0.9978746666666667,748406,false,"927.01","533366.8321000001",153820.69830800037,"146892.8626",90105.30327671974,90105.363346982,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,earliest_ship_date,date,750000.000000,1.0,0.0033653333333333335,2524,false,"1992-01-02","1998-11-29",,"1995-05-20 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_aggregated,total_line_items,bigint,750000.000000,1.0,0.0000093333333333,7,false,"1","7",3.9995613333333333,"4.0",2.000398912110201,2.0004002457108094,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5",866025.4037867031,866025.9811375497,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0",21649.749329571867,21649.763762752522,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,total_price,double,750000.000000,1.0,0.9878373333333333,740878,false,"834.3","512267.69",146130.20257150588,"139548.31",85647.4891278496,85647.5462262328,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,order_date,date,750000.000000,1.0,0.003208,2406,false,"1992-01-01","1998-08-02",,"1995-04-20 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,order_priority,varchar,750000.000000,1.0,0.0000066666666667,5,false,"1-URGENT","5-LOW",,"3-MEDIUM",,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,ship_priority,varchar,750000.000000,1.0,0.0013333333333333333,1000,false,Clerk#000000001,Clerk#000001000,,Clerk#000000501,,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,clerk,bigint,750000.000000,1.0,0.0000013333333333,1,false,"0","0",0.0,"0.0",0.0,0.0,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,order_comment,varchar,750000.000000,1.0,0.9932653333333333,744949,false, Tiresias about the blithely ironic a,zzle: furiously regular accounts eat furiously.,,ironic packages eat ,,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,customer_name,varchar,750000.000000,1.0,0.066664,49998,false,Customer#000000001,Customer#000074999,,Customer#000037478,,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,nation_name,varchar,750000.000000,1.0,0.0000333333333333,25,false,ALGERIA,VIETNAM,,IRAQ,,,"2024-05-13 03:12:33.451+02"
dbt.int_orders_enriched,region_id,bigint,750000.000000,1.0,0.0000066666666667,5,false,"0","4",1.9982373333333334,"2.0",1.41084639832723,1.410847338892436,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,order_id,bigint,2999671.000000,1.0,0.25002741967369085,750000,false,"1","3000000",1499746.8740265183,"1500257.0",866068.2575242935,866068.4018848708,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,customer_id,bigint,2999671.000000,1.0,0.016667827905126928,49998,false,"1","74999",37519.89331663372,"37520.0",21656.25434757898,21656.257957351478,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,order_status,varchar,2999671.000000,1.0,0.0000010001096787,3,false,F,P,,O,,,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,total_price,double,2999671.000000,1.0,0.24698641951067302,740878,false,"834.3","512267.69",182663.37943245904,"183162.35",80604.54214518736,80604.55558075452,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,order_date,date,2999671.000000,1.0,0.0008020879623132,2406,false,"1992-01-01","1998-08-02",,"1995-04-19 00:00:00",,,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,order_priority,varchar,2999671.000000,1.0,0.0000016668494645,5,false,"1-URGENT","5-LOW",,"3-MEDIUM",,,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,part_id,bigint,2999671.000000,1.0,0.03333698928982545,100000,false,"1","100000",50007.677431625,"49983.0",28872.542046014285,28872.546858633614,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,part_name,varchar,2999671.000000,1.0,0.03333698928982545,100000,false,almond antique blue royal burnished,yellow white seashell lavender black,,linen cornflower tan rosy burlywood,,,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,manufacturer,varchar,2999671.000000,1.0,0.0000016668494645,5,false,Manufacturer#1,Manufacturer#5,,Manufacturer#3,,,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,brand,varchar,2999671.000000,1.0,0.0000083342473225,25,false,Brand#11,Brand#55,,Brand#33,,,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,size,bigint,2999671.000000,1.0,0.0000166684946449,50,false,"1","50",25.372737210180716,"25.0",14.476161745223017,14.476164158181865,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,container,varchar,2999671.000000,1.0,0.0000133347957159,40,false,JUMBO BAG,WRAP PKG,,MED DRUM,,,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,quantity,bigint,2999671.000000,1.0,0.0000166684946449,50,false,"1","50",25.509544880088516,"26.0",14.42429210594039,14.42429451025335,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,extended_price,double,2999671.000000,1.0,0.16536913548185783,496053,false,"901.0","99949.5",36979.967476302714,"35448.4",22573.22837818959,22573.232140807893,"2024-05-13 03:12:33.451+02"
dbt.int_parts_and_orders,discount,double,2999671.000000,1.0,0.0000036670688219,11,false,"0.0","0.1",0.050013564820946134,"0.05",0.03162057928168335,0.03162058455235924,"2024-05-13 03:12:33.451+02"
dbt.int_regions_and_nations,nation_id,bigint,25.000000,1.0,1.0,25,true,"0","24",12.0,"12.0",7.211102550927978,7.359800721939872,"2024-05-13 03:12:33.451+02"
dbt.int_regions_and_nations,nation_name,varchar,25.000000,1.0,1.0,25,true,ALGERIA,VIETNAM,,IRAQ,,,"2024-05-13 03:12:33.451+02"
dbt.int_regions_and_nations,region_id,bigint,25.000000,1.0,0.2,5,false,"0","4",2.0,"2.0",1.4142135623730951,1.4433756729740645,"2024-05-13 03:12:33.451+02"
dbt.int_regions_and_nations,region_name,varchar,25.000000,1.0,0.2,5,false,AFRICA,MIDDLE EAST,,ASIA,,,"2024-05-13 03:12:33.451+02"
dbt.int_regions_and_nations,region_comment,varchar,25.000000,1.0,0.2,5,false,ges. thinly even pinto beans ca,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to ,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_model_example,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0",21649.749329571823,21649.763762752475,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_model_example,customer_name,varchar,750000.000000,1.0,0.066664,49998,false,Customer#000000001,Customer#000074999,,Customer#000037478,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_model_example,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5",866025.4037866986,866025.9811375451,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_model_example,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_model_example,total_price,double,750000.000000,1.0,0.9878373333333333,740878,false,"834.3","512267.69",146130.20257150684,"139548.31",85647.4891278497,85647.54622623287,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_model_example,revenue,double,750000.000000,1.0,0.9981026666666667,748577,false,"834.309","490118.44129999995",140508.87437218425,"134223.16295000003",82328.98781537144,82329.0427014182,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,customer_id,bigint,75000.000000,1.0,1.0,75000,true,"1","75000",37500.5,"37500.5",21650.635092686443,21650.77943169712,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,customer_name,varchar,75000.000000,1.0,1.0,75000,true,Customer#000000001,Customer#000075000,,Customer#000037500,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,customer_address,varchar,75000.000000,1.0,1.0,75000,true,"   5L06W67,Mw8G",zzxGktzXTMKS1BxZlgQ9nqQ,,TtNMuZo2X haFniLoH038Dl,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,nation_id,bigint,75000.000000,1.0,0.0003333333333333,25,false,"0","24",12.01196,"12.0",7.207191105074632,7.207239153495817,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,customer_phone,varchar,75000.000000,1.0,1.0,75000,true,"10-100-106-1617","34-999-535-1203",,"22-550-255-3147",,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,account_balance,double,75000.000000,1.0,0.96588,72441,false,-999.98,"9999.99",4488.880599599976,"4459.860000000001",3172.6907909900237,3172.7119424734788,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,market_segment,varchar,75000.000000,1.0,0.0000666666666667,5,false,AUTOMOBILE,MACHINERY,,FURNITURE,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,customer_comment,varchar,75000.000000,1.0,0.9999333333333333,74995,false," Tiresias along the blithely regular packages affix boldly express, pending packag",zzle. blithely regular instructions cajol,,ironic ideas. regular dependencies cajole slyly ironic excuses. even dinos nag. ironic excuses haggle blithely,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,nation_name,varchar,75000.000000,1.0,0.0003333333333333,25,false,ALGERIA,VIETNAM,,IRAQ,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,region_id,bigint,75000.000000,1.0,0.0000666666666667,5,false,"0","4",1.9988933333333334,"2.0",1.4126330410344448,1.4126424586822284,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,region_name,varchar,75000.000000,1.0,0.0000666666666667,5,false,AFRICA,MIDDLE EAST,,ASIA,,,"2024-05-13 03:12:33.451+02"
dbt.int_revenue_per_customer,total_revenue,double,75000.000000,0.66664,0.6666133333333333,49996,false,"8131.92","6311825.6099999985",2192040.7202014197,"2075986.815",987355.2566297844,987365.1307254263,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_aggregated,supplier_id,bigint,5000.000000,1.0,1.0,5000,true,"1","5000",2500.5,"2500.5",1443.3756441065507,1443.5200033252052,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_aggregated,supplier_name,varchar,5000.000000,1.0,1.0,5000,true,Supplier#000000001,Supplier#000005000,,Supplier#000002500,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_aggregated,supplier_address,varchar,5000.000000,1.0,1.0,5000,true,"  h4Z,AoykWBrD","zzfDhdtZcvmVzA8rNFU,Yctj1zBN",,UskvgZnGOgFRv3O3,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_aggregated,supplier_phone,varchar,5000.000000,1.0,1.0,5000,true,"10-102-116-6785","34-998-900-4911",,"22-295-616-9440",,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_aggregated,account_balance,double,5000.000000,1.0,0.9976,4988,false,-994.73,"9997.04",4497.711253999996,"4495.525",3135.2729630472536,3135.5865373804922,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_aggregated,supplier_comment,varchar,5000.000000,1.0,1.0,5000,true, about the blithely express foxes. bli,ys final ideas haggle after the furiously express requ,,ithely unusual waters eat slyly according to the quickly final reques,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_aggregated,nation_name,varchar,5000.000000,1.0,0.005,25,false,ALGERIA,VIETNAM,,IRAQ,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,supplier_id,bigint,5000.000000,1.0,1.0,5000,true,"1","5000",2500.5,"2500.5",1443.3756441065507,1443.5200033252052,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,supplier_name,varchar,5000.000000,1.0,1.0,5000,true,Supplier#000000001,Supplier#000005000,,Supplier#000002500,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,supplier_address,varchar,5000.000000,1.0,1.0,5000,true,"  h4Z,AoykWBrD","zzfDhdtZcvmVzA8rNFU,Yctj1zBN",,UskvgZnGOgFRv3O3,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,nation_id,bigint,5000.000000,1.0,0.005,25,false,"0","24",11.8616,"12.0",7.214682629194443,7.215404205695641,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,supplier_phone,varchar,5000.000000,1.0,1.0,5000,true,"10-102-116-6785","34-998-900-4911",,"22-295-616-9440",,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,account_balance,double,5000.000000,1.0,0.9976,4988,false,-994.73,"9997.04",4497.711253999996,"4495.525",3135.2729630472536,3135.5865373804922,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,supplier_comment,varchar,5000.000000,1.0,1.0,5000,true, about the blithely express foxes. bli,ys final ideas haggle after the furiously express requ,,ithely unusual waters eat slyly according to the quickly final reques,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,nation_name,varchar,5000.000000,1.0,0.005,25,false,ALGERIA,VIETNAM,,IRAQ,,,"2024-05-13 03:12:33.451+02"
dbt.int_suppliers_enriched,region_id,bigint,5000.000000,1.0,0.001,5,false,"0","4",1.9902,"2.0",1.4070195307812892,1.4071602538431784,"2024-05-13 03:12:33.451+02"
